,VTI,VEA,VWO,BND,EMB
7/15/10,0.000896044,0.006572741,-0.002463623,0.000985272,-0.001328772
7/16/10,-0.02900625,-0.03233828,-0.02766122,0.003322312,0.003516395
7/19/10,0.005716418,0.007390731,0.01270003,-0.001103801,0.001610056
7/20/10,0.0115511,0.005741636,0.019062,-0.000122707,0.001796471
7/21/10,-0.01250677,-0.01776091,-0.008860462,0.003560915,0.00377538
7/22/10,0.02220997,0.03454962,0.02607398,-0.001101235,0.005171632
7/23/10,0.01023523,0.0109238,0.007986492,-0.001714838,0.001964444
7/26/10,0.01226453,0.007718432,0.006242456,0.000490809,0.000373456
7/27/10,-0.001229143,0.003063796,-0.002386029,-0.000490568,0.005412989
7/28/10,-0.007032375,-0.006414261,-0.004783563,0.001717784,-0.001485228
7/29/10,-0.005134577,0.004611175,0.002883896,0.001102449,0.00120849
7/30/10,0.00106783,-0.000917955,0.003354886,0.001468189,-0.00046421
8/2/10,0.02151109,0.03277181,0.02600909,-0.000214612,0.004409809
8/3/10,-0.005395015,-0.0017794,-0.004865095,0.002757334,0.006407232
8/4/10,0.007873962,-0.000891229,0.00327484,-0.002016417,0.002398986
8/5/10,-0.002083315,0.000892024,-0.003497266,0.001591933,0.001472788
8/6/10,-0.003653429,0.00297084,-0.002339782,0.002934318,0.005147036
8/9/10,0.005238331,0.002665882,0.005628557,-0.001219048,0.003931971
8/10/10,-0.006253268,-0.00709004,-0.01399259,0.00207492,0.000819713
8/11/10,-0.02954027,-0.04671228,-0.02956481,0.000730879,-0.001183084
8/12/10,-0.005583598,-0.000624234,0.000974919,-0.001825724,-0.000911148
8/13/10,-0.003803642,-0.004059996,0.005843722,0.002804484,0.000911979
8/16/10,-0.000909077,0.007525923,0.007988332,0.003769518,0.001621881
8/17/10,0.0141947,0.01182687,0.01104705,-0.001453698,0.006113065
8/18/10,0.002332695,0.00061521,-0.001662701,-0.000606612,0.003074177
8/19/10,-0.01754385,-0.01321858,-0.007137741,0.002306415,0.003695656
8/20/10,-0.003462143,-0.01214951,-0.00119816,-0.00133221,0.001975763
8/23/10,-0.005302562,-0.001576766,-0.008877134,0.000606392,0.001165163
8/24/10,-0.01433828,-0.01547694,-0.01089326,0.003514736,-0.003133379
8/25/10,0.003170496,0.000320829,-0.004405294,-0.00132851,-0.003143228
8/26/10,-0.006135003,-0.000320726,-0.007128833,0.000846532,-0.004864873
8/27/10,0.01720916,0.02053254,0.02030205,-0.004591649,-0.002896974
8/30/10,-0.01461938,-0.0132034,-0.01480225,0.004491415,-0.001361917
8/31/10,0.000279918,0.00286716,0.004926127,0.001691835,0
9/1/10,0.02929104,0.0352605,0.03333335,-0.003185135,0.006036769
9/2/10,0.01051299,0.005216268,0.000474394,-0.001941792,-0.000725904
9/3/10,0.01327357,0.009462802,0.01114275,-0.001823949,0.00104427
9/7/10,-0.01079838,-0.01270028,-0.0135991,0.004263688,-0.004399298
9/8/10,0.00518964,0.007044396,0.01022107,-0.002789948,-0.008746347
9/9/10,0.004984914,0.008819863,0.004941155,-0.003770801,0.002481587
9/10/10,0.004251512,0.0027133,0.005151047,-0.001220983,-0.001742023
9/13/10,0.01270067,0.01834037,0.0209644,0.002567226,0.003857511
9/14/10,-0.000174156,0.006200263,0.000456232,0.001463177,-0.001280873
9/15/10,0.003310081,0.001173624,0.00068421,-0.000973995,0.003847546
9/16/10,-0.000347291,-0.005568542,-0.004557902,-0.001584459,-0.000273762
9/17/10,0.000521084,-0.007368111,-0.000457886,0.000976585,-0.00045644
9/20/10,0.01649307,0.01900236,0.016033,0.000731678,-0.000182618
9/21/10,-0.002391108,0,-0.000676257,0.003655899,0.001187406
9/22/10,-0.005307334,-0.00087409,0.000225543,0.000849923,0.003101873
9/23/10,-0.008605852,-0.01108198,-0.005412758,0.000242589,0.00081859
9/24/10,0.02112851,0.0277204,0.01746033,-0.002304364,0.000181722
9/27/10,-0.004272044,-0.0045911,-0.002005798,0.004254783,0.005360749
9/28/10,0.005628953,0.006053702,0.006699488,0.002178917,0.001626754
9/29/10,-0.001672405,-0.002005722,0.003549242,-0.001087136,0.00171429
9/30/10,-0.00222224,-0.008900412,0.004862896,-0.000483595,0.00261215
10/1/10,0.004454379,0.01129778,0.01561811,-0.000808939,0.001216552
10/4/10,-0.008869187,-0.01317671,-0.000866301,0.002549461,-0.000360369
10/5/10,0.02082256,0.02757622,0.01474096,0.000242149,0.006849335
10/6/10,-0.001011486,0.007344585,0.001922669,0.002300272,0.002595783
10/7/10,-0.001333084,-0.001682596,-0.009594899,0.001691018,0.000535645
10/8/10,0.006742064,0.00617981,0.01054893,-0.001205818,0.003569211
10/11/10,0.001510513,-0.001395847,-0.000426086,-0.000362173,0.004089972
10/12/10,0.003519405,-0.001956939,-0.004156004,-0.000966206,0.00168248
10/13/10,0.007848988,0.01120442,0.01573035,0.001571534,0.004243243
10/14/10,-0.002651199,0.006648246,0.001264251,-0.003862398,-0.00519363
10/15/10,0.000830754,-0.001651111,-0.002104425,-0.002302223,0.000442398
10/18/10,0.005478055,0.006063981,-0.000632619,0.00376494,-0.005749106
10/19/10,-0.01452866,-0.02712333,-0.03080817,0.001451847,-0.001601284
10/20/10,0.01005197,0.01943122,0.01698234,-0.000362435,-0.000534663
10/21/10,0.001658625,-0.005248686,-0.001016926,-0.00084602,0.00026744
10/22/10,0.002980631,0.002221656,0.002518089,-0.000604759,0.001782572
10/25/10,0.003301977,0.003879174,0.01090214,0.000605125,0.006049825
10/26/10,-0.00016459,-0.007176327,0,-0.002782094,-0.00141496
10/27/10,-0.001974966,-0.009730394,-0.01649403,-0.002062176,-0.003276613
10/28/10,0,0.00814152,0.005160217,0.003403506,0.00088848
10/29/10,0.001319291,0.000278427,0.002566822,0.001817007,0.003240105
11/1/10,0.000164663,-0.004175883,0.01045448,-2.30E-05,0.000468866
11/2/10,0.007903829,0.01621465,0.01182427,0.00169758,0.003107575
11/3/10,0.0040843,0.007978017,0.006886516,0.001089412,0.005045138
11/4/10,0.01952491,0.02265289,0.02217616,0.00314392,0.005107831
11/5/10,0.004468541,-0.004270079,-0.00162202,-0.004218882,-0.004030484
11/8/10,-0.00127102,-0.005092534,-0.00487412,0.000242061,-0.005014513
11/9/10,-0.007795127,-0.0107758,-0.0108163,-0.005082878,-0.008930169
11/10/10,0.004329012,0.003267945,0.005364108,-0.000364904,-0.001248991
11/11/10,-0.002713892,-0.007871903,-0.007592837,0.000365038,-0.002054451
11/12/10,-0.01264608,-0.00930233,-0.02357319,-0.004500702,-0.008055868
11/15/10,-0.001459146,0.001657039,-0.001270677,-0.004765389,-0.009023642
11/16/10,-0.01591167,-0.0250896,-0.02671752,0.00331497,-0.006829357
11/17/10,0.001649868,0.005938888,0.004357232,0.000244697,0.006784614
11/18/10,0.01408334,0.02473998,0.02277664,0,0.003642669
11/19/10,0.003979579,0.000548709,0.001272483,0.000244731,-0.005897845
11/22/10,0.000161759,-0.0106937,-0.002118163,0.002935395,0.004563709
11/23/10,-0.01423489,-0.03076498,-0.03205269,0.000243862,-0.009085953
11/24/10,0.01608139,0.01587075,0.0220395,-0.004754931,-0.002659095
11/26/10,-0.006782916,-0.01505981,-0.02156423,0.002327606,-0.002482271
11/29/10,-0.001463417,-0.01057453,0.005701801,0.000733287,-0.002765005
11/30/10,-0.006187935,-0.01328709,-0.006977752,0.000366468,-0.005545272
12/1/10,0.02146488,0.0298595,0.03008342,-0.006108207,0.004076844
12/2/10,0.01283284,0.02103462,0.01577492,-0.000862171,0.006506757
12/3/10,0.003167576,0.008073523,0.003357814,0.00160253,0.005818294
12/6/10,-0.000315764,-0.005247131,-0.000418332,0.003323036,0.004039985
12/7/10,0.001105491,0.001943356,-0.004603499,-0.007237443,-0.004481005
12/8/10,0.002839569,0.003324991,-0.006096298,-0.005189647,-0.01019659
12/9/10,0.003618052,0.001104693,-0.002326578,0.000869453,0.003062662
12/10/10,0.00642633,0.003310315,0.004452044,-0.003226634,-0.00277575
12/13/10,0.000311545,0.01072311,0.005276488,0.002614531,-0.004546278
12/14/10,0.000311329,0.002176329,0.000997283,-0.00633307,0
12/15/10,-0.004357958,-0.01330081,-0.01462959,-0.003124219,-0.00717685
12/16/10,0.005955865,0.00412659,0.005747136,0.002256491,-0.006947032
12/17/10,0.001926941,-0.004931515,-0.000899461,0.006128899,0.001796204
12/20/10,0.002559146,0.002202694,-0.002912689,0.000621524,0.005095791
12/21/10,0.006033407,0.007142811,0.01295944,0.001118201,0.005257699
12/22/10,0.003782893,0.003164198,0.003880011,-0.001116952,0.001587729
12/23/10,-0.001386169,-0.001393124,-0.001487772,-0.001118106,0.000932474
12/27/10,0.000616917,-0.001116097,-0.001915712,0.00277151,-0.000279474
12/28/10,0.000924864,-0.000279283,0.00085308,-0.006496805,-0.001300303
12/29/10,0.001539859,0.008941037,0.01214574,0.005910479,-0.001686818
12/30/10,-0.00123004,-0.003877025,0.007157898,0.000125042,0.000750979
12/31/10,-0.000461804,0.005004178,0.006396316,0.003374958,0.004408604
1/3/11,0.01031878,0.008022049,0.009845034,-0.001245777,0.004202437
1/4/11,-0.001981665,-0.003018573,0.003907907,0.000124762,0.006137856
1/5/11,0.005498711,-0.005505113,-0.003687775,-0.004365159,-0.005730684
1/6/11,-0.002278619,-0.008856897,-0.008842285,0.00087686,-0.007715923
1/7/11,-0.002283823,-0.003351096,-0.009336115,0.003785956,0.002061094
1/10/11,0.000763056,-0.002801863,-0.01026182,0.002337832,-0.002524277
1/11/11,0.00396454,0.006743514,0.01121461,-0.001990248,0.002718164
1/12/11,0.008961178,0.02121123,0.02280812,-0.000623246,0.004767195
1/13/11,-0.001505321,0.004099522,-0.01121114,0.003117985,0.001953662
1/14/11,0.006482742,0.005443575,0.002596618,-0.001367657,0.001299902
1/18/11,0.002546408,0.006497068,-0.000154769,-0.000996039,-0.001854571
1/19/11,-0.01195283,-0.005110237,-0.008255965,0.001246242,-0.003158643
1/20/11,-0.0030243,-0.008651081,-0.008740857,-0.003734073,-0.003541518
1/21/11,0.001668445,0.005454071,-0.009867756,0.001998951,-0.001028812
1/24/11,0.005602707,0.008950416,0.006785405,-0.00012462,0.002808754
1/25/11,0.000602218,-0.000537647,-0.005897194,0.002618769,-0.000746913
1/26/11,0.005718659,0.004841321,0.009322004,-0.003482572,-0.000186832
1/27/11,0.002992622,0.002408998,-0.003358519,0.001996955,-0.003457646
1/28/11,-0.01790239,-0.02323095,-0.03096043,0.002117566,-0.00740811
1/31/11,0.006531981,0.009568028,0.01043259,-0.001367317,0.001133706
2/1/11,0.01645029,0.02437047,0.02151,-0.001927412,0.00457233
2/2/11,-0.001187852,-0.000528693,-0.007770126,-0.001125517,0.001320749
2/3/11,0.002229843,0.000264436,-0.000870027,-0.003380547,-0.002543778
2/4/11,0.002818191,-0.001189798,-0.000424819,-0.003391918,-0.006045144
2/7/11,0.006655775,0.003309067,-0.002804929,0.000125987,-0.003516134
2/8/11,0.004995651,0.005276964,-0.002727629,-0.003150996,0.003147071
2/9/11,-0.002558524,-0.002099686,-0.01944444,0.002402358,-0.004753303
2/10/11,0.001099371,-0.007101538,-0.01002395,-0.00315338,-0.002483543
2/11/11,0.006588535,0.000529814,0.01089586,0.003416478,0.001436383
2/14/11,0.002618186,0.001059066,-0.000544316,0.001134884,-0.002390514
2/15/11,-0.003191661,-0.002644863,0.001960787,0.001385573,-0.000287537
2/16/11,0.006549332,0.01233095,0.008914978,0.000377343,0.002013414
2/17/11,0.003614806,0.004846139,0.004525842,0.001508899,0.00612381
2/18/11,0.001872889,0.003388975,0.006114564,0,0.002757974
2/22/11,-0.02142649,-0.02883867,-0.0333724,0.003766421,-0.006069797
2/23/11,-0.00837619,0,-0.000882438,-0.00012501,-0.001049624
2/24/11,0.000148111,0.000802536,0.002207959,0.001000678,0.001050727
2/25/11,0.01255747,0.01309815,0.01371451,0.002749328,0.005438928
2/28/11,0.005450851,0.01002631,0.008638937,0.001370895,0.000759174
3/1/11,-0.01688249,-0.01462899,-0.01034259,-0.000478942,0.000474766
3/2/11,0.00207253,0.004772012,0.01393423,-0.001997454,0.001427833
3/3/11,0.01817101,0.01398414,0.01868153,-0.004002998,0
3/4/11,-0.006674392,-0.009627867,-0.001053947,0.003391065,0.005038084
3/7/11,-0.009056424,-0.01077246,-0.01202785,-0.000125199,0.002364513
3/8/11,0.008991755,0.003452782,0.01110637,-0.000876311,0.002358936
3/9/11,-0.001460898,-0.001058685,0.000211202,0.001754159,0.000188239
3/10/11,-0.01916602,-0.02411234,-0.02766626,0.004627927,-0.00071526
3/11/11,0.006712365,0.001357568,0.007167637,0.000124529,0.000621567
3/14/11,-0.006074916,-0.01816708,0.007548033,0.000995915,-0.002541384
3/15/11,-0.01058436,-0.02209332,-0.01583908,0.000621756,-0.001226808
3/16/11,-0.01732713,-0.03021744,-0.02163982,0.004722809,-0.004346174
3/17/11,0.01149954,0.03232384,0.01367118,-0.001483126,0.004744734
3/18/11,0.004699069,0.01579683,0.003070246,-0.00012514,0.000377795
3/21/11,0.01569102,0.0249931,0.01792741,-0.002849656,0.004154101
3/22/11,-0.003267992,-0.002709252,0.000966456,-0.000372843,-9.40E-05
3/23/11,0.002384555,5.43E-05,0.01298143,-0.000372887,0.001222425
3/24/11,0.009515304,0.01385875,0.01228557,-0.001616479,0.000845195
3/25/11,0.003578779,-0.01232921,0,-0.001370041,-0.000656842
3/28/11,-0.002357849,0.000271428,-0.005859021,-0.000873032,0.000563357
3/29/11,0.007385525,0.005968563,0.009892681,-0.001747589,-0.000938424
3/30/11,0.007478037,0.01105717,0.01229679,0.001750649,0
3/31/11,0,-0.004801288,0.007823781,-0.001123505,0.001596827
4/1/11,0.004802821,0.01018486,0.01634319,0.001222429,0.001892779
4/4/11,0.000869026,-0.000265278,0.009246212,0.001251702,0.00376012
4/5/11,0.000578884,-0.002653887,-0.002788277,-0.002250285,-0.002434933
4/6/11,0.002603418,0.008783853,0.00459356,-0.00148095,0.002440876
4/7/11,-0.002885126,-0.004486861,-0.000198774,-0.000273614,-0.002434933
4/8/11,-0.004195615,0.007684078,0.001590734,-0.000627531,0.002722502
4/11/11,-0.003632137,-0.00210355,-0.01131625,0.000125528,-0.002902327
4/12/11,-0.008457303,-0.009222722,-0.01787147,0.003516343,-0.001502382
4/13/11,0.000588249,0.003457475,0.006644873,0.001877035,0.001034424
4/14/11,0.000587903,0.004240653,0.005991635,-0.000499637,9.40E-05
4/15/11,0.004847265,-0.001319589,0.000403805,0.003124219,0.002536204
4/18/11,-0.01198666,-0.02034885,-0.02320883,0.001121265,-0.001311787
4/19/11,0.005770188,0.00728353,0.0134297,0.001617686,-0.001688645
4/20/11,0.01456307,0.02651317,0.02507644,-0.001366637,0.002913237
4/21/11,0.004929626,0.006000509,0.008552114,0.000746519,0.002061481
4/25/11,-0.001009951,-0.000518684,-0.008479596,0.000621524,-0.00215077
4/26/11,0.008809946,0.0077841,0.007756551,0.003105976,0.00178055
4/27/11,0.006584107,0.01239963,-0.000197322,-0.000495429,0.001683819
4/28/11,0.002988175,0.0067647,-0.008191885,0.001858755,0.002801601
4/29/11,0.002552472,0.000818393,0.007065371,0.001360552,0.005680766
5/2/11,-0.001697244,0.000252452,-0.001580989,0.000278731,-0.000857662
5/3/11,-0.005525636,-0.008074683,-0.02038794,0.001114368,0.00241975
5/4/11,-0.007408523,-0.008649202,-0.01798349,0.00123684,0.000557029
5/5/11,-0.008037858,-0.01898901,-0.01049379,0.002223599,-0.000556719
5/6/11,0.00434095,0.000784692,0.01351636,0.000739618,0.000464238
5/9/11,0.005330573,0.00653424,0.002667157,0.000862171,0.003433511
5/10/11,0.008885107,0.009607966,0.008594271,-0.002584286,-0.000554865
5/11/11,-0.01022729,-0.01903296,-0.01825931,0.001233787,-0.000277587
5/12/11,0.004735962,0.003146275,0,-0.000973535,0.000277664
5/13/11,-0.009141542,-0.01620489,-0.02004549,0.00146789,0.00333118
5/16/11,-0.006919466,-0.001328354,-0.000210846,0.002340126,9.22E-05
5/17/11,-0.000870918,0.002128173,0.004640397,0.001597504,0.001014391
5/18/11,0.009588785,0.006636581,0.01448664,-0.002821781,0.002487302
5/19/11,0.002446479,0.00606549,-0.004966843,-0.00036908,-0.000735176
5/20/11,-0.00746489,-0.01520319,-0.007799501,0.000861535,0.000735717
5/23/11,-0.01272776,-0.02315675,-0.02043816,0.000614892,-0.004043397
5/24/11,-0.001025486,0.005449612,0.008452824,0.000614421,-0.000830378
5/25/11,0.004106156,0.007588042,0.002546396,0.000368445,0.001477477
5/26/11,0.005987966,0.009682641,0.01217062,0.001350529,-0.002673981
5/27/11,0.004645756,0.006925901,0.01003763,0.000367812,0.001756609
5/31/11,0.01083815,0.01984127,0.01677022,0.001225715,0.006922012
6/1/11,-0.02273047,-0.02308688,-0.01445732,0.004822232,-0.000218797
6/2/11,-0.001901657,0.006107263,0.008677647,-0.004031295,0.000368265
6/3/11,-0.01025948,0,-0.006145007,0.001717152,-0.0001841
6/6/11,-0.0115504,-0.01319609,-0.01339657,-0.000612164,0.001012524
6/7/11,-0.00044942,0.008023515,0.007938189,0.001225171,0.000459798
6/8/11,-0.005245781,-0.01247008,-0.006424899,0.001957856,0.001562483
6/9/11,0.007081416,0.01128421,0.00563205,-0.002320406,0.001101176
6/10/11,-0.014213,-0.0249734,-0.02063885,0.001224121,-0.000824973
6/13/11,-0.000151801,0.002724754,-0.001800256,-0.000978137,-0.000183455
6/14/11,0.01381305,0.01739129,0.01421596,-0.004161013,-0.000458828
6/15/11,-0.01781707,-0.034188,-0.01966524,0.004055477,-0.000918007
6/16/11,0.001676839,-0.002212334,-0.007895838,0.000612033,-0.005972632
6/17/11,0.003195847,0.009977737,0.001720757,0.000978616,-0.000462221
6/20/11,0.004702749,-0.00054886,-0.00279152,-0.001222027,-0.000369934
6/21/11,0.0152498,0.0216914,0.01744189,0.000244667,0.006753663
6/22/11,-0.005502604,-0.01101854,-0.007830665,0.000244607,0.000643261
6/23/11,-0.001644992,-0.009782625,-0.00511949,0.002445941,-0.000826489
6/24/11,-0.01133914,-0.009055928,0,0.000975989,-0.001746346
6/27/11,0.008520961,0.008584811,0.009005188,-0.002925113,0.002393906
6/28/11,0.01388048,0.01208134,0.01296211,-0.003666978,0.003214829
6/29/11,0.008779821,0.01763423,0.008391054,-0.002208322,-0.000640906
6/30/11,0.008998387,0.01519604,0.01144163,-0.002090227,0.001557473
7/1/11,0.01432742,0.01050414,0.01151792,0.000458818,0.002912557
7/5/11,-0.000144055,-0.006756713,-0.002643373,0.003334115,-0.000274739
7/6/11,0.002018155,-0.004971283,-0.002650379,0.000615422,-0.002290216
7/7/11,0.01078981,0.008151496,0.01206051,-0.002091092,0.002754526
7/8/11,-0.007116424,-0.01278043,-0.01030092,0.005176948,0.00173979
7/11/11,-0.01849199,-0.02985462,-0.02857146,0.002942953,-0.002193765
7/12/11,-0.004381525,-0.007352953,-0.008823492,0.000978137,-0.005404946
7/13/11,0.003814026,0.01536344,0.01504873,0.001343601,0.002947405
7/14/11,-0.008475841,-0.008105897,-0.008978916,-0.003781473,0.003030598
7/15/11,0.006337514,0.003813658,0.005689011,0.001836678,-0.001464967
7/18/11,-0.009226673,-0.01546811,-0.01131366,-0.001344422,-0.000366779
7/19/11,0.01685143,0.01571113,0.01440984,0.002692464,-0.001651076
7/20/11,-0.000581493,0.01221169,0.002089039,-0.001586687,0.004134552
7/21/11,0.01221813,0.0214477,0.01396702,-0.002200493,0.000274488
7/22/11,0.001724425,0.002099786,0.000822387,0.002695339,0.005122554
7/25/11,-0.006455271,-0.006809904,-0.001232567,-0.003299079,-0.001092056
7/26/11,-0.004187134,0.006329158,0.00431927,0.002451845,0.002277697
7/27/11,-0.02203863,-0.02437108,-0.015769,-0.00207898,-0.000454532
7/28/11,-0.00340987,-0.003760392,0.00104035,0.00294115,0.004274293
7/29/11,-0.005504355,0.002156862,0.004364978,0.005132036,0.005342718
8/1/11,-0.00448759,-0.01156837,-0.000827834,0.003170604,0.008914914
8/2/11,-0.02644631,-0.02612964,-0.02920464,0.004252715,0.003315734
8/3/11,0.005556422,0.005589737,-0.004480458,0.000725923,-0.000357279
8/4/11,-0.05019187,-0.07142857,-0.05722242,0.006045218,-0.004824883
8/5/11,-0.004201715,0.01885666,-0.007729033,-0.006489616,-0.01337761
8/8/11,-0.06929569,-0.07667451,-0.08064147,0.004717545,-0.01665303
8/9/11,0.05004364,0.06649698,0.05332667,0.003491463,-0.001758234
8/10/11,-0.04251081,-0.0590692,-0.05157323,0.00791846,0.01168068
8/11/11,0.04578563,0.04692452,0.05762039,-0.009641771,-0.01127092
8/12/11,0.006633525,0.01514234,-0.000707608,0.003245244,0.005004643
8/15/11,0.02174629,0.02356805,0.02407365,-0.001677242,0.01042048
8/16/11,-0.009513062,-0.01777909,-0.01106245,0.00300012,0.00702744
8/17/11,0.00016276,0.006528113,0.006758353,0.001753994,0.005619021
8/18/11,-0.04459632,-0.04658013,-0.04236115,0.002190499,-0.00459627
8/19/11,-0.01788755,-0.01669762,-0.01522836,0.000953333,0.002716189
8/22/11,0.000173431,0.007547223,-0.000981859,-0.002262112,-0.000632051
8/23/11,0.03433922,0.03183522,0.03439798,-0.002983293,-0.002078093
8/24/11,0.01425222,-0.000302545,-0.006888292,-0.005745103,-0.00642824
8/25/11,-0.01669701,-0.02299541,-0.01961252,0.00276879,0.001913606
8/26/11,0.01664428,0.01424587,0.0148816,0.001200462,0.006730382
8/29/11,0.03125516,0.02442746,0.03221154,-0.002398136,0.001445442
8/30/11,0.002726077,-0.004172858,0.001397331,0.003726024,0.000180463
8/31/11,0.003998081,0.01706075,0.02162791,-0.001317215,0.00270583
9/1/11,-0.01130932,-0.01147732,-0.004780312,0.004233386,0.001219534
9/2/11,-0.02738844,-0.02411436,-0.02127174,0.002753121,0.003427413
9/6/11,-0.006294472,-0.0320317,-0.01191872,0.001432527,-0.003685426
9/7/11,0.02983826,0.02994015,0.02932833,-0.0022649,0.003699059
9/8/11,-0.01197795,-0.02019583,-0.02045035,0.001314225,8.99E-05
9/9/11,-0.02604849,-0.0334166,-0.03471733,0.000835219,-0.007549919
9/12/11,0.007064729,-0.006785169,-0.003645238,-0.002980448,-0.004347
9/13/11,0.01002175,0.0107352,0.001463448,-0.001076125,0.002910676
9/14/11,0.01422194,0.01383973,-0.00414033,0.00215466,-0.006348672
9/15/11,0.01744659,0.02190472,0.01320619,-0.001911176,0.001642938
9/16/11,0.00480768,-0.000621325,0.002413673,-0.000359009,0.000182288
9/19/11,-0.01052631,-0.02642209,-0.02817236,0.00311268,-0.004008769
9/20/11,-0.003546119,0.00319286,-0.003716589,0.001312813,0.000457401
9/21/11,-0.03251372,-0.02875556,-0.03805021,0.002741308,-0.005120282
9/22/11,-0.03076409,-0.03560369,-0.06928646,0.002377328,-0.0175535
9/23/11,0.00579608,0.009853857,0.02194447,-0.003320275,-0.01608982
9/26/11,0.02362067,0.02220726,0.009785284,-0.003093422,-0.01492679
9/27/11,0.01263264,0.02238316,0.03149389,-0.00202886,0.01766241
9/28/11,-0.02278774,-0.01513198,-0.02453024,-0.002152599,0.000853531
9/29/11,0.007319154,0.01994118,0.01177096,-0.000119872,0.007391252
9/30/11,-0.02467048,-0.03429492,-0.05261761,0.00371566,-0.008277653
10/3/11,-0.03309078,-0.02555588,-0.01758306,0.005656343,-0.007962608
10/4/11,0.02508507,0.01737058,0.01278411,-0.003928593,-0.009025468
10/5/11,0.02045101,0.01606962,0.01739127,-0.004302625,0.008429443
10/6/11,0.0193559,0.02668861,0.03336088,-0.000600113,0.01191389
10/7/11,-0.009074057,-0.00641851,-0.01254005,-0.002161906,-0.002468687
10/10/11,0.03442426,0.03811371,0.045123,-0.001444424,0.01437276
10/11/11,0.00081966,-0.004044837,0.002843863,-0.000482171,-0.00281508
10/12/11,0.009500439,0.0181194,0.02784218,-0.000241156,0.007904432
10/13/11,-0.001298099,-0.00092049,-0.007273567,0.001206254,0.002894198
10/14/11,0.01819657,0.01197787,0.01616977,-0.001807247,0.003165183
10/17/11,-0.02026483,-0.02306532,-0.03058179,0.003500313,0.002691174
10/18/11,0.0201954,0.01211566,0.0256476,-0.001082467,0.001850967
10/19/11,-0.01325029,-0.01534684,-0.01725437,0.002648929,-9.24E-05
10/20/11,0.004529992,0.000623337,-0.01959289,-0.000480285,-0.002402019
10/21/11,0.01884358,0.02585676,0.02777056,-0.001561995,0.001018642
10/24/11,0.01675627,0.01487998,0.03686876,0.000722084,0.006198592
10/25/11,-0.02042909,-0.01585873,-0.01850955,0.005170667,0.002298639
10/26/11,0.01085608,0.013378,0.01786604,-0.002512251,0.003210701
10/27/11,0.03454233,0.05520541,0.05972698,-0.005157116,0.01106437
10/28/11,0.000910572,-0.008245582,-0.005521087,0.003616673,0.00036177
10/31/11,-0.02532219,-0.05189224,-0.03932456,0.004444478,-0.001898554
11/1/11,-0.02660235,-0.03326279,-0.02215262,0.007414937,-0.000320194
11/2/11,0.01646154,0.01251172,0.02684068,-0.000594971,0.001819547
11/3/11,0.01949682,0.02502321,0.01103115,-0.002500675,0.006084255
11/4/11,-0.00539788,-0.01356241,-0.004269457,0.001432527,0.000902595
11/7/11,0.005117101,0.004582998,0.007146242,0.000238458,0.000721452
11/8/11,0.0120333,0.01246958,0.01253554,-0.003098583,0.001892395
11/9/11,-0.03810976,-0.0516672,-0.05489377,0.001195439,-0.007015639
11/10/11,0.008874824,0.01330377,0.005190289,-0.001194012,0.000815184
11/11/11,0.01979262,0.02438264,0.02286699,-0.000717336,0.003982283
11/14/11,-0.009858278,-0.0183095,-0.0117788,7.18E-05,-0.004507347
11/15/11,0.006067196,-0.003431686,0.005108224,-0.000550237,-0.004708835
11/16/11,-0.01670014,-0.01995037,-0.02347535,0.001914973,-0.001091827
11/17/11,-0.01635479,-0.00986631,-0.02478315,-0.000477851,-0.005920407
11/18/11,-0.001438851,0.002892965,0.00228717,-0.000597531,0.00091624
11/21/11,-0.01857188,-0.02435898,-0.030933,-0.000239228,-0.008971034
11/22/11,-0.004730847,-0.002956641,0.001831494,0.001076602,-0.006373568
11/23/11,-0.0223242,-0.0283361,-0.02898931,0.001075353,-0.00920329
11/25/11,-0.00315182,-0.003730099,-0.004572404,-0.001408406,0.001219715
11/28/11,0.03010429,0.04186526,0.04404218,-2.39E-05,0.008715212
11/29/11,0.003102018,0.006533775,-0.005434759,-0.00143441,0.001300626
11/30/11,0.04231775,0.05095753,0.06219098,-0.00215466,0.007051421
12/1/11,0,-0.01019153,-0.001959775,-0.000319246,0.004429417
12/2/11,-0.000468438,0.003432157,-0.002454646,0.003247977,0.006354713
12/5/11,0.01093574,0.01057214,0.01648627,0.00011993,-0.000274538
12/6/11,0.000463588,-0.004000033,-0.01476641,-0.001318794,0.003387063
12/7/11,0.002625978,0.006484396,0.005651094,0.001320535,-0.002280814
12/8/11,-0.02264682,-0.03130456,-0.03396041,0.002277842,-0.004937829
12/9/11,0.01781212,0.02186313,0.01669195,-0.002392308,0.001837869
12/12/11,-0.01533216,-0.02883722,-0.03532343,0.001079093,-9.17E-05
12/13/11,-0.01069519,-0.01245209,-0.00850949,0.00251526,0.001651227
12/14/11,-0.01144676,-0.01228584,-0.01430427,0.001911633,-0.00119063
12/15/11,0.003698931,0.005564651,0.006068589,-0.000476996,-0.002017249
12/16/11,0.003364831,-0.004231744,0.00708105,0.002744015,0.002388847
12/19/11,-0.01165761,-0.009153341,-0.02578129,-0.000357007,-0.001283221
12/20/11,0.03134597,0.03365228,0.0395616,-0.002023306,0.005139478
12/21/11,0.001895634,-0.00363868,0.00503988,-0.002742942,0.000913131
12/22/11,0.01037899,0.007954914,0.009952883,0.00191337,0.000729741
12/23/11,0.007626426,0.00822098,0.004408666,0.001266736,-0.000546924
